# ----------------------------------------,,,,,,,,,
Session primary channel group (Default channel group),Date + hour (YYYYMMDDHH),Users,Sessions,Engaged sessions,Average engagement time per session,Engaged sessions per user,Events per session,Engagement rate,Event count
Organic Search,2024050316,43,53,26,30.0754717,0.604651163,3.547169811,0.490566038,188
Organic Social,2024040610,43,52,27,55.46153846,0.627906977,6.25,0.519230769,325
Organic Social,2024040902,43,55,32,94.81818182,0.744186047,4.527272727,0.581818182,249
Organic Social,2024041301,43,71,33,37.67605634,0.76744186,4.14084507,0.464788732,294
Organic Social,2024041506,43,51,26,22.21568627,0.604651163,3.803921569,0.509803922,194
Organic Social,2024041607,43,57,30,25.05263158,0.697674419,4.192982456,0.526315789,239
Organic Social,2024042501,43,68,38,29.08823529,0.88372093,4.661764706,0.558823529,317
Organic Social,2024050305,43,55,27,25.8,0.627906977,4.181818182,0.490909091,230
Referral,2024040916,43,55,36,95.01818182,0.837209302,4.654545455,0.654545455,256
Referral,2024041120,43,55,31,68.10909091,0.720930233,8.145454545,0.563636364,448
Referral,2024041314,43,50,33,89.76,0.76744186,5.4,0.66,270
Referral,2024041420,43,47,37,111.6382979,0.860465116,5.468085106,0.787234043,257
Referral,2024041516,43,58,31,148.2758621,0.720930233,7.396551724,0.534482759,429
Referral,2024041809,43,49,34,74.28571429,0.790697674,5.020408163,0.693877551,246
Referral,2024041912,43,54,35,139.9444444,0.813953488,5.444444444,0.648148148,294
Referral,2024041919,43,51,36,103.8039216,0.837209302,6.078431373,0.705882353,310
Referral,2024041922,43,50,34,89.52,0.790697674,6.32,0.68,316
Referral,2024042022,43,47,33,64.14893617,0.76744186,4.425531915,0.70212766,208
Referral,2024042223,43,54,28,51.94444444,0.651162791,4.888888889,0.518518519,264
Referral,2024042717,43,48,33,67.04166667,0.76744186,6.25,0.6875,300
Referral,2024042718,43,50,32,75.54,0.744186047,6.22,0.64,311
Referral,2024050209,43,54,29,66.55555556,0.674418605,4.722222222,0.537037037,255
Referral,2024050300,43,47,33,93.06382979,0.76744186,8.276595745,0.70212766,389
Direct,2024040613,42,56,26,51.03571429,0.619047619,4.232142857,0.464285714,237
Direct,2024040910,42,50,15,45.76,0.357142857,3.62,0.3,181
Direct,2024041616,42,50,24,41.9,0.571428571,4.3,0.48,215
Direct,2024042118,42,52,14,13.26923077,0.333333333,2.923076923,0.269230769,152
Direct,2024042400,42,56,31,118.7678571,0.738095238,4.053571429,0.553571429,227
Direct,2024042622,42,62,25,20.77419355,0.595238095,3.822580645,0.403225806,237
Direct,2024042712,42,49,27,50.18367347,0.642857143,5.387755102,0.551020408,264
Direct,2024042718,42,49,30,81.59183673,0.714285714,5.387755102,0.612244898,264
Direct,2024042720,42,57,22,59.05263158,0.523809524,4.543859649,0.385964912,259
Direct,2024050112,42,56,26,67.5,0.619047619,4.482142857,0.464285714,251
Direct,2024050113,42,52,20,21.09615385,0.476190476,3.211538462,0.384615385,167
Direct,2024050218,42,65,25,66.8,0.595238095,4.723076923,0.384615385,307
Direct,2024050301,42,59,26,104.220339,0.619047619,4.881355932,0.440677966,288
Organic Search,2024040613,42,44,28,41.09090909,0.666666667,3.886363636,0.636363636,171
Organic Search,2024040617,42,45,29,30.02222222,0.69047619,3.755555556,0.644444444,169
Organic Search,2024041414,42,50,30,43.84,0.714285714,4.54,0.6,227
Organic Search,2024042123,42,53,27,35.54716981,0.642857143,3.320754717,0.509433962,176
Organic Search,2024042223,42,56,23,39.53571429,0.547619048,3.232142857,0.410714286,181
Organic Search,2024042610,42,53,28,55.09433962,0.666666667,3.849056604,0.528301887,204
Organic Search,2024042620,42,47,33,60.46808511,0.785714286,5.893617021,0.70212766,277
Organic Search,2024042721,42,48,33,35.91666667,0.785714286,3.666666667,0.6875,176
Organic Search,2024043016,42,52,29,42.25,0.69047619,3.826923077,0.557692308,199
Organic Social,2024041202,42,56,22,39.89285714,0.523809524,4.482142857,0.392857143,251
Organic Social,2024041205,42,47,28,18.74468085,0.666666667,4.191489362,0.595744681,197
Organic Social,2024041308,42,55,27,57.72727273,0.642857143,3.763636364,0.490909091,207
Organic Social,2024041902,42,61,19,57.31147541,0.452380952,3.524590164,0.31147541,215
Organic Social,2024042300,42,60,34,60.71666667,0.80952381,7.216666667,0.566666667,433
Organic Social,2024042507,42,55,26,49.4,0.619047619,4.6,0.472727273,253
Organic Social,2024042601,42,54,33,211.537037,0.785714286,5.166666667,0.611111111,279
Organic Social,2024050207,42,52,37,41.61538462,0.880952381,4.807692308,0.711538462,250
Referral,2024040615,42,45,31,90.02222222,0.738095238,5.4,0.688888889,243
Referral,2024040620,42,51,34,90.11764706,0.80952381,6.823529412,0.666666667,348
Referral,2024040809,42,47,35,61.17021277,0.833333333,5.255319149,0.744680851,247
Referral,2024041411,42,46,30,71.10869565,0.714285714,6.847826087,0.652173913,315
Referral,2024041418,42,47,33,108,0.785714286,5.617021277,0.70212766,264
Referral,2024041422,42,54,35,76.37037037,0.833333333,6.703703704,0.648148148,362
Referral,2024042018,42,47,34,70.10638298,0.80952381,5.765957447,0.723404255,271
Referral,2024042111,42,46,37,89.67391304,0.880952381,6.369565217,0.804347826,293
Referral,2024042118,42,47,33,75.95744681,0.785714286,5.106382979,0.70212766,240
Referral,2024042710,42,47,34,173.4042553,0.80952381,10.59574468,0.723404255,498
Referral,2024042715,42,49,33,64.14285714,0.785714286,5.959183673,0.673469388,292
Referral,2024042721,42,48,27,53.33333333,0.642857143,5,0.5625,240
Referral,2024042909,42,50,37,50.28,0.880952381,5.86,0.74,293
Direct,2024040618,41,55,23,43.07272727,0.56097561,4.363636364,0.418181818,240
Direct,2024040711,41,55,25,24.29090909,0.609756098,3.181818182,0.454545455,175
Direct,2024040716,41,47,23,62.87234043,0.56097561,5.446808511,0.489361702,256
Direct,2024040913,41,53,24,51.0754717,0.585365854,3.547169811,0.452830189,188
Direct,2024041020,41,55,19,20.16363636,0.463414634,3.018181818,0.345454545,166
Direct,2024041112,41,52,27,64.05769231,0.658536585,3.903846154,0.519230769,203
Direct,2024041310,41,45,22,23.86666667,0.536585366,3.644444444,0.488888889,164
Direct,2024041414,41,58,24,34.13793103,0.585365854,4.827586207,0.413793103,280
Direct,2024041609,41,52,28,37.17307692,0.682926829,4.326923077,0.538461538,225
Direct,2024041617,41,49,19,47.85714286,0.463414634,4.816326531,0.387755102,236
Direct,2024041708,41,50,25,66.16,0.609756098,5.88,0.5,294
Direct,2024041908,41,50,29,39.74,0.707317073,4.56,0.58,228
Direct,2024042010,41,55,32,49.98181818,0.780487805,4.345454545,0.581818182,239
Direct,2024042014,41,51,26,48.31372549,0.634146341,3.862745098,0.509803922,197
Direct,2024042015,41,50,27,53.64,0.658536585,3.88,0.54,194
Direct,2024042021,41,54,22,46.22222222,0.536585366,4.351851852,0.407407407,235
Direct,2024042417,41,53,19,13.58490566,0.463414634,3.433962264,0.358490566,182
Direct,2024042509,41,52,28,52.48076923,0.682926829,4.134615385,0.538461538,215
Direct,2024042614,41,46,24,50.93478261,0.585365854,4.695652174,0.52173913,216
Direct,2024042811,41,48,21,27.8125,0.512195122,3.5625,0.4375,171
Direct,2024042815,41,53,22,21.73584906,0.536585366,3.924528302,0.41509434,208
Direct,2024042817,41,57,24,63.57894737,0.585365854,4.49122807,0.421052632,256
Organic Search,2024041001,41,47,23,29.57446809,0.56097561,3.404255319,0.489361702,160
Organic Search,2024041409,41,47,30,73.21276596,0.731707317,5.638297872,0.638297872,265
Organic Search,2024042020,41,50,28,62.4,0.682926829,5.96,0.56,298
Organic Search,2024042113,41,48,29,51.20833333,0.707317073,3.9375,0.604166667,189
Organic Search,2024042119,41,56,28,51.57142857,0.682926829,3.821428571,0.5,214
Organic Search,2024042317,41,49,30,72.3877551,0.731707317,4.653061224,0.612244898,228
Organic Search,2024042717,41,48,29,25.89583333,0.707317073,3.8125,0.604166667,183
Organic Search,2024042815,41,48,24,58.3125,0.585365854,4.375,0.5,210
Organic Search,2024050323,41,47,31,55.4893617,0.756097561,5.106382979,0.659574468,240
Organic Social,2024042807,41,54,29,31.57407407,0.707317073,4.185185185,0.537037037,226
Organic Social,2024050108,41,55,25,59.03636364,0.609756098,4.472727273,0.454545455,246
Referral,2024040700,41,47,29,107.1276596,0.707317073,5.744680851,0.617021277,270
Referral,2024041023,41,43,30,101.7209302,0.731707317,5.697674419,0.697674419,245
Referral,2024041100,41,53,33,198.4339623,0.804878049,5.962264151,0.622641509,316
Referral,2024041101,41,46,32,94.52173913,0.780487805,5.326086957,0.695652174,245
Referral,2024041116,41,52,30,79.92307692,0.731707317,5.288461538,0.576923077,275
Referral,2024041311,41,51,39,133.5686275,0.951219512,7.117647059,0.764705882,363
Referral,2024041414,41,48,32,119.7291667,0.780487805,6,0.666666667,288
Referral,2024041917,41,49,33,82.67346939,0.804878049,4.244897959,0.673469388,208
Referral,2024042013,41,46,28,68.13043478,0.682926829,6.065217391,0.608695652,279
Referral,2024042115,41,53,32,83.1509434,0.780487805,5.79245283,0.603773585,307
Referral,2024042209,41,50,32,33.68,0.780487805,4.36,0.64,218
Direct,2024041808,40,52,26,40.36538462,0.65,4.980769231,0.5,259
Direct,2024041902,40,45,16,24.68888889,0.4,3.6,0.355555556,162
Direct,2024042114,40,52,22,26.78846154,0.55,3.634615385,0.423076923,189
Direct,2024042713,40,48,24,72.75,0.6,4.145833333,0.5,199
Direct,2024042719,40,52,17,27.59615385,0.425,3.884615385,0.326923077,202
Direct,2024042901,40,49,20,48.87755102,0.5,4.510204082,0.408163265,221
Direct,2024050110,40,54,19,42.27777778,0.475,4,0.351851852,216
Direct,2024050309,40,50,23,31.42,0.575,4.56,0.46,228
Organic Search,2024041009,40,48,33,55.5,0.825,3.645833333,0.6875,175
Organic Search,2024041907,40,45,29,49.6,0.725,4.644444444,0.644444444,209
Organic Search,2024042115,40,56,29,36.39285714,0.725,4.071428571,0.517857143,228
Organic Search,2024042711,40,49,24,66.69387755,0.6,4.428571429,0.489795918,217
Organic Search,2024043017,40,47,21,40.76595745,0.525,3.425531915,0.446808511,161
Organic Search,2024043021,40,46,24,29.7173913,0.6,3.52173913,0.52173913,162
Organic Search,2024050317,40,44,29,55.54545455,0.725,5.204545455,0.659090909,229
Organic Social,2024040807,40,48,32,105.8125,0.8,7.291666667,0.666666667,350
Organic Social,2024040903,40,51,25,63.07843137,0.625,4.176470588,0.490196078,213
Organic Social,2024040907,40,54,24,56.40740741,0.6,4.981481481,0.444444444,269
Organic Social,2024040908,40,64,27,41.875,0.675,4.421875,0.421875,283
Organic Social,2024041807,40,52,25,48.42307692,0.625,5.288461538,0.480769231,275
Organic Social,2024042402,40,54,27,30.90740741,0.675,4.166666667,0.5,225
Organic Social,2024042508,40,59,29,72.76271186,0.725,4.898305085,0.491525424,289
Organic Social,2024042709,40,56,29,39.33928571,0.725,4.767857143,0.517857143,267
Organic Social,2024042923,40,47,25,103.3404255,0.625,5.574468085,0.531914894,262
Referral,2024040910,40,50,37,104.82,0.925,5.8,0.74,290
Referral,2024041123,40,46,28,56.7826087,0.7,4.934782609,0.608695652,227
Referral,2024041200,40,52,32,162.4615385,0.8,6.615384615,0.615384615,344
Referral,2024041410,40,50,27,42.2,0.675,6.22,0.54,311
Referral,2024042723,40,44,31,141.8409091,0.775,7.045454545,0.704545455,310
Referral,2024042815,40,43,30,82.53488372,0.75,6.604651163,0.697674419,284
Referral,2024043000,40,49,30,109.8367347,0.75,5.530612245,0.612244898,271
Referral,2024043017,40,49,27,141.0204082,0.675,5.081632653,0.551020408,249
Referral,2024050301,40,41,29,118.2195122,0.725,7.731707317,0.707317073,317
Direct,2024040616,39,49,23,50.75510204,0.58974359,3.632653061,0.469387755,178
Direct,2024040907,39,44,16,29.47727273,0.41025641,4.204545455,0.363636364,185
Direct,2024041315,39,49,20,90.91836735,0.512820513,3.93877551,0.408163265,193
Direct,2024041410,39,48,17,46.625,0.435897436,4.5625,0.354166667,219
Direct,2024042202,39,46,26,34.63043478,0.666666667,4.043478261,0.565217391,186
Direct,2024042409,39,47,16,63.76595745,0.41025641,4.042553191,0.340425532,190
Direct,2024042609,39,50,23,42.54,0.58974359,3.62,0.46,181
Direct,2024042816,39,49,20,20.30612245,0.512820513,3.612244898,0.408163265,177
Direct,2024042818,39,49,20,19.34693878,0.512820513,4,0.408163265,196
Direct,2024042909,39,48,24,34.58333333,0.615384615,4.1875,0.5,201
Direct,2024043016,39,55,26,61.6,0.666666667,4.072727273,0.472727273,224
Direct,2024050200,39,57,23,32.96491228,0.58974359,3.543859649,0.403508772,202
Organic Search,2024040621,39,45,31,48.06666667,0.794871795,4.2,0.688888889,189
Organic Search,2024040714,39,44,29,98.43181818,0.743589744,3.931818182,0.659090909,173
Organic Search,2024040800,39,49,29,27.04081633,0.743589744,3.367346939,0.591836735,165
Organic Search,2024041000,39,54,30,28.37037037,0.769230769,3.740740741,0.555555556,202
Organic Search,2024041501,39,43,25,44,0.641025641,3.488372093,0.581395349,150
Organic Search,2024042323,39,44,23,49.77272727,0.58974359,4.590909091,0.522727273,202
Organic Search,2024042812,39,42,32,36.69047619,0.820512821,4.071428571,0.761904762,171
Organic Search,2024050112,39,46,29,26.08695652,0.743589744,4,0.630434783,184
Organic Search,2024050113,39,47,30,45.04255319,0.769230769,4.255319149,0.638297872,200
Organic Search,2024050117,39,47,29,41.9787234,0.743589744,3.531914894,0.617021277,166
Organic Social,2024040703,39,48,31,44.52083333,0.794871795,5.083333333,0.645833333,244
Organic Social,2024041005,39,48,20,52.39583333,0.512820513,5.083333333,0.416666667,244
Organic Social,2024042002,39,51,28,35.2745098,0.717948718,3.843137255,0.549019608,196
Organic Social,2024050202,39,45,37,95.04444444,0.948717949,6.577777778,0.822222222,296
Organic Social,2024050304,39,49,23,17.87755102,0.58974359,3.897959184,0.469387755,191
Referral,2024040713,39,47,28,50.04255319,0.717948718,4.872340426,0.595744681,229
Referral,2024041319,39,43,29,50.18604651,0.743589744,4.860465116,0.674418605,209
Referral,2024041517,39,52,29,61.5,0.743589744,4.865384615,0.557692308,253
Referral,2024041923,39,44,28,117.9772727,0.717948718,5.704545455,0.636363636,251
Referral,2024042112,39,43,27,27.23255814,0.692307692,4.325581395,0.627906977,186
Referral,2024042123,39,46,26,44.82608696,0.666666667,6.304347826,0.565217391,290
Referral,2024042614,39,50,30,58.8,0.769230769,4.92,0.6,246
Referral,2024042700,39,51,33,69.98039216,0.846153846,4.705882353,0.647058824,240
Referral,2024043007,39,48,31,74.04166667,0.794871795,4.104166667,0.645833333,197
Referral,2024050208,39,50,22,55,0.564102564,4.64,0.44,232
Referral,2024050223,39,45,27,59.04444444,0.692307692,5.066666667,0.6,228
Direct,2024040622,38,49,18,33.04081633,0.473684211,3.510204082,0.367346939,172
Direct,2024040623,38,47,16,43.55319149,0.421052632,4.319148936,0.340425532,203
Direct,2024040714,38,45,26,61.77777778,0.684210526,4.222222222,0.577777778,190
Direct,2024040919,38,48,25,47.125,0.657894737,4.0625,0.520833333,195
Direct,2024041008,38,50,23,66.1,0.605263158,3.8,0.46,190
Direct,2024041009,38,48,25,33.5625,0.657894737,3.854166667,0.520833333,185
Direct,2024041317,38,51,23,40.90196078,0.605263158,3.823529412,0.450980392,195
Direct,2024042017,38,50,26,31.34,0.684210526,4.18,0.52,209
Direct,2024042111,38,52,20,37.84615385,0.526315789,3.846153846,0.384615385,200
Direct,2024042410,38,50,25,43.86,0.657894737,3.86,0.5,193
Direct,2024043012,38,52,27,64.38461538,0.710526316,3.961538462,0.519230769,206
Direct,2024050100,38,50,20,55.54,0.526315789,3.56,0.4,178
Organic Search,2024040610,38,51,28,62.66666667,0.736842105,4.901960784,0.549019608,250
Organic Search,2024040622,38,48,23,55.14583333,0.605263158,3.3125,0.479166667,159
Organic Search,2024040712,38,45,27,58.75555556,0.710526316,4.266666667,0.6,192
Organic Search,2024040910,38,53,25,27.54716981,0.657894737,4.056603774,0.471698113,215
Organic Search,2024041116,38,42,25,34.0952381,0.657894737,3.595238095,0.595238095,151
Organic Search,2024041415,38,44,31,48.52272727,0.815789474,5.159090909,0.704545455,227
Organic Search,2024042017,38,46,24,35.43478261,0.631578947,4.043478261,0.52173913,186
Organic Search,2024042100,38,53,31,23.67924528,0.815789474,3.735849057,0.58490566,198
Organic Search,2024042110,38,48,26,23.29166667,0.684210526,3.645833333,0.541666667,175
Organic Search,2024042114,38,47,27,61.34042553,0.710526316,3.595744681,0.574468085,169
Organic Search,2024042416,38,49,24,32,0.631578947,4.897959184,0.489795918,240
Organic Search,2024042623,38,42,21,54.47619048,0.552631579,4.428571429,0.5,186
Organic Search,2024042712,38,47,26,30.78723404,0.684210526,3.446808511,0.553191489,162
Organic Search,2024050110,38,44,33,42.75,0.868421053,4.25,0.75,187
Organic Social,2024040704,38,43,23,53.76744186,0.605263158,5.930232558,0.534883721,255
Organic Social,2024041507,38,46,20,85.06521739,0.526315789,4.760869565,0.434782609,219
Organic Social,2024041603,38,52,25,69.75,0.657894737,4.519230769,0.480769231,235
Organic Social,2024042207,38,52,22,49.09615385,0.578947368,5.057692308,0.423076923,263
Organic Social,2024042302,38,46,33,72.30434783,0.868421053,6.369565217,0.717391304,293
Referral,2024040800,38,44,33,122.6818182,0.868421053,5.704545455,0.75,251
Referral,2024040909,38,45,29,72.24444444,0.763157895,5.4,0.644444444,243
Referral,2024041417,38,47,26,63.76595745,0.684210526,5.638297872,0.553191489,265
Referral,2024042116,38,42,30,104.8571429,0.789473684,5.714285714,0.714285714,240
Referral,2024042814,38,44,32,171.5227273,0.842105263,7.25,0.727272727,319
Referral,2024050323,38,44,27,60,0.710526316,5.204545455,0.613636364,229
Direct,2024041501,37,48,21,39,0.567567568,3.5,0.4375,168
Direct,2024041607,37,45,21,43.88888889,0.567567568,3.622222222,0.466666667,163
Direct,2024042018,37,47,20,18.23404255,0.540540541,3.382978723,0.425531915,159
Direct,2024042722,37,51,18,34.1372549,0.486486486,3.941176471,0.352941176,201
Organic Search,2024041101,37,46,22,39.06521739,0.594594595,3.630434783,0.47826087,167
Organic Search,2024041109,37,44,23,34.22727273,0.621621622,3.568181818,0.522727273,157
Organic Search,2024041301,37,44,27,80.77272727,0.72972973,4.068181818,0.613636364,179
Organic Search,2024041309,37,42,27,38.88095238,0.72972973,6.69047619,0.642857143,281
Organic Search,2024041313,37,45,23,29.15555556,0.621621622,3.466666667,0.511111111,156
Organic Search,2024041800,37,52,24,37.90384615,0.648648649,3.980769231,0.461538462,207
Organic Search,2024042716,37,44,22,28.15909091,0.594594595,4.772727273,0.5,210
Organic Search,2024050123,37,40,24,61.25,0.648648649,4.45,0.6,178
Organic Search,2024050321,37,40,21,72.575,0.567567568,4.625,0.525,185
Organic Social,2024040603,37,51,26,56.49019608,0.702702703,4.31372549,0.509803922,220
Organic Social,2024041108,37,52,23,61.28846154,0.621621622,3.903846154,0.442307692,203
Organic Social,2024041203,37,52,24,28.28846154,0.648648649,3.480769231,0.461538462,181
Organic Social,2024042307,37,43,20,58.39534884,0.540540541,6.302325581,0.465116279,271
Organic Social,2024042802,37,51,26,31.58823529,0.702702703,4.254901961,0.509803922,217
Organic Social,2024042901,37,45,24,58,0.648648649,5.888888889,0.533333333,265
Referral,2024040614,37,41,29,52.36585366,0.783783784,5.073170732,0.707317073,208
Referral,2024040710,37,42,32,66.04761905,0.864864865,5.666666667,0.761904762,238
Referral,2024041415,37,41,29,90.43902439,0.783783784,5.585365854,0.707317073,229
Referral,2024041423,37,44,27,91.68181818,0.72972973,6.727272727,0.613636364,296
Referral,2024041600,37,52,28,85.17307692,0.756756757,7.769230769,0.538461538,404
Referral,2024041609,37,41,33,86.80487805,0.891891892,5.024390244,0.804878049,206
Referral,2024041813,37,45,25,104,0.675675676,5.822222222,0.555555556,262
Referral,2024042014,37,41,27,72.92682927,0.72972973,7.024390244,0.658536585,288
Referral,2024042400,37,42,29,169.9761905,0.783783784,7.428571429,0.69047619,312
Referral,2024042409,37,46,33,69.84782609,0.891891892,5.826086957,0.717391304,268
Referral,2024042811,37,46,31,68.43478261,0.837837838,6.369565217,0.673913043,293
Referral,2024042813,37,46,33,60.2173913,0.891891892,4.869565217,0.717391304,224
Referral,2024042816,37,42,31,126.6904762,0.837837838,6.80952381,0.738095238,286
Referral,2024042823,37,43,24,66.39534884,0.648648649,5.069767442,0.558139535,218
Referral,2024050108,37,40,33,61.075,0.891891892,6.275,0.825,251
Direct,2024040710,36,44,22,26.38636364,0.611111111,5.25,0.5,231
Direct,2024040909,36,45,20,42.51111111,0.555555556,5.066666667,0.444444444,228
Direct,2024040912,36,50,18,23,0.5,3.6,0.36,180
Direct,2024041100,36,41,23,79.90243902,0.638888889,4.804878049,0.56097561,197
Direct,2024041109,36,48,20,20.0625,0.555555556,3.354166667,0.416666667,161
Direct,2024041413,36,47,19,37.68085106,0.527777778,3.978723404,0.404255319,187
Direct,2024041707,36,48,17,23.14583333,0.472222222,3.6875,0.354166667,177
Direct,2024042301,36,46,20,53.67391304,0.555555556,4.913043478,0.434782609,226
Direct,2024042321,36,47,23,65.10638298,0.638888889,4.829787234,0.489361702,227
Direct,2024042603,36,46,25,57.5,0.694444444,3.782608696,0.543478261,174
Direct,2024050308,36,43,15,9.325581395,0.416666667,3.441860465,0.348837209,148
Direct,2024050311,36,47,21,23.80851064,0.583333333,4,0.446808511,188
Organic Search,2024041110,36,48,24,53.08333333,0.666666667,3.395833333,0.5,163
Organic Search,2024041208,36,44,26,47.09090909,0.722222222,3.75,0.590909091,165
Organic Search,2024042023,36,43,22,44.23255814,0.611111111,4.581395349,0.511627907,197
Organic Search,2024042209,36,49,24,37.71428571,0.666666667,3.408163265,0.489795918,167
Organic Search,2024042600,36,46,23,64.34782609,0.638888889,4.043478261,0.5,186
Organic Search,2024042813,36,41,24,96.90243902,0.666666667,4.585365854,0.585365854,188
Organic Search,2024042900,36,47,26,31.55319149,0.722222222,3.595744681,0.553191489,169
Organic Search,2024042909,36,44,22,43.5,0.611111111,4.113636364,0.5,181
Organic Search,2024050111,36,40,24,43.6,0.666666667,3.65,0.6,146
Organic Search,2024050121,36,43,27,35.04651163,0.75,4.093023256,0.627906977,176
Organic Search,2024050320,36,37,25,51.13513514,0.694444444,4.756756757,0.675675676,176
Organic Social,2024041504,36,45,23,54.84444444,0.638888889,4.8,0.511111111,216
Organic Social,2024042404,36,42,26,42.07142857,0.722222222,4.69047619,0.619047619,197
Organic Social,2024042502,36,52,23,36.55769231,0.638888889,3.538461538,0.442307692,184
Organic Social,2024042905,36,45,28,34.86666667,0.777777778,5.488888889,0.622222222,247
Organic Social,2024050103,36,43,19,40.09302326,0.527777778,4.069767442,0.441860465,175
Referral,2024041009,36,44,29,75.13636364,0.805555556,4.75,0.659090909,209
Referral,2024041315,36,40,27,74.325,0.75,5.425,0.675,217
Referral,2024042114,36,40,30,61.1,0.833333333,5,0.75,200
Referral,2024042401,36,43,26,97.1627907,0.722222222,5.186046512,0.604651163,223
Referral,2024050200,36,48,28,106.6458333,0.777777778,6.479166667,0.583333333,311
Direct,2024040615,35,42,20,41.07142857,0.571428571,4.857142857,0.476190476,204
Direct,2024041105,35,36,24,51.19444444,0.685714286,4.611111111,0.666666667,166
Direct,2024041606,35,42,24,55.88095238,0.685714286,3.761904762,0.571428571,158
Direct,2024042117,35,44,17,16.72727273,0.485714286,3.318181818,0.386363636,146
Direct,2024042200,35,48,19,45.52083333,0.542857143,4.083333333,0.395833333,196
Direct,2024042209,35,42,22,67.04761905,0.628571429,4.571428571,0.523809524,192
Direct,2024042510,35,47,20,58.57446809,0.571428571,4.127659574,0.425531915,194
Direct,2024042701,35,42,19,91.26190476,0.542857143,4.5,0.452380952,189
Direct,2024042715,35,46,18,33.23913043,0.514285714,4.543478261,0.391304348,209
Organic Search,2024040909,35,42,24,29.38095238,0.685714286,3.5,0.571428571,147
Organic Search,2024041908,35,45,28,31.97777778,0.8,3.6,0.622222222,162
Organic Search,2024042400,35,48,24,57.10416667,0.685714286,3.958333333,0.5,190
Organic Search,2024042823,35,40,20,47.125,0.571428571,4.025,0.5,161
Organic Search,2024043009,35,44,30,52.86363636,0.857142857,5.068181818,0.681818182,223
Organic Search,2024050322,35,44,22,31.06818182,0.628571429,3.886363636,0.5,171
Organic Social,2024041006,35,51,20,22.54901961,0.571428571,4.254901961,0.392156863,217
Organic Social,2024041704,35,48,24,78.29166667,0.685714286,4.583333333,0.5,220
Referral,2024040623,35,42,24,44.88095238,0.685714286,4.619047619,0.571428571,194
Referral,2024040816,35,39,28,92.94871795,0.8,7.153846154,0.717948718,279
Referral,2024041000,35,44,30,87.36363636,0.857142857,6.454545455,0.681818182,284
Referral,2024041900,35,42,24,64.21428571,0.685714286,5.142857143,0.571428571,216
Referral,2024042017,35,37,24,54.18918919,0.685714286,4.324324324,0.648648649,160
Referral,2024042023,35,41,25,55,0.714285714,5.536585366,0.609756098,227
Referral,2024042509,35,44,28,60.84090909,0.8,5.204545455,0.636363636,229
Referral,2024042719,35,41,27,177.5609756,0.771428571,7.926829268,0.658536585,325
Direct,2024040617,34,43,18,39.81395349,0.529411765,4.651162791,0.418604651,200
Direct,2024040902,34,44,25,57.09090909,0.735294118,4.318181818,0.568181818,190
Direct,2024041115,34,40,20,54.75,0.588235294,4.6,0.5,184
Direct,2024041309,34,43,19,46.27906977,0.558823529,3.88372093,0.441860465,167
Direct,2024041502,34,37,17,39.7027027,0.5,6.459459459,0.459459459,239
Direct,2024041706,34,42,13,19.28571429,0.382352941,3.285714286,0.30952381,138
Direct,2024041807,34,39,18,43.61538462,0.529411765,4.256410256,0.461538462,166
Direct,2024041901,34,44,22,19.79545455,0.647058824,3.159090909,0.5,139
Direct,2024042116,34,46,15,20.39130435,0.441176471,3.565217391,0.326086957,164
Direct,2024042408,34,43,23,77.8372093,0.676470588,4.325581395,0.534883721,186
Direct,2024042716,34,39,16,30.64102564,0.470588235,4.025641026,0.41025641,157
Direct,2024050208,34,42,21,93.42857143,0.617647059,4.738095238,0.5,199
Direct,2024050210,34,49,22,37.06122449,0.647058824,3.734693878,0.448979592,183
Organic Search,2024041410,34,42,20,32.80952381,0.588235294,3.595238095,0.476190476,151
Organic Search,2024041500,34,41,27,22.04878049,0.794117647,3.512195122,0.658536585,144
Organic Search,2024042012,34,40,25,64.075,0.735294118,3.55,0.625,142
Organic Search,2024042116,34,47,29,34.85106383,0.852941176,4.063829787,0.617021277,191
Organic Search,2024042408,34,38,23,39.36842105,0.676470588,4.421052632,0.605263158,168
Organic Search,2024042500,34,42,23,38.85714286,0.676470588,3.833333333,0.547619048,161
Organic Search,2024042719,34,41,21,64.43902439,0.617647059,4.487804878,0.512195122,184
Organic Search,2024050200,34,43,23,34.3255814,0.676470588,3.604651163,0.534883721,155
Organic Social,2024040803,34,37,21,27.48648649,0.617647059,4.081081081,0.567567568,151
Organic Social,2024041606,34,45,24,43.8,0.705882353,4.355555556,0.533333333,196
Organic Social,2024042007,34,52,24,30.88461538,0.705882353,4.846153846,0.461538462,252
Organic Social,2024042306,34,41,26,31.31707317,0.764705882,5.146341463,0.634146341,211
Organic Social,2024042702,34,55,23,50.58181818,0.676470588,5.309090909,0.418181818,292
Referral,2024040616,34,37,27,72.08108108,0.794117647,6.324324324,0.72972973,234
Referral,2024040901,34,41,26,59.29268293,0.764705882,8.292682927,0.634146341,340
Referral,2024040902,34,38,26,82.55263158,0.764705882,6.605263158,0.684210526,251
Referral,2024041207,34,37,25,64.56756757,0.735294118,6.621621622,0.675675676,245
Referral,2024041209,34,39,26,74.94871795,0.764705882,5.282051282,0.666666667,206
Referral,2024041320,34,44,33,45.27272727,0.970588235,4.863636364,0.75,214
Referral,2024041401,34,40,25,69.025,0.735294118,5.9,0.625,236
